0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
30.0,1.0
33.0,4.0
0.0,1.0
30.0,1.0
33.0,4.0
0.0,1.0
30.0,1.0
33.0,4.0
0.0,1.0
30.0,1.0
33.0,4.0
40.0,4.0
43.0,1.0
0.0,1.0
30.0,1.0
33.0,4.0
40.0,4.0
43.0,1.0
0.0,1.0
30.0,1.0
33.0,4.0
40.0,4.0
43.0,1.0
0.0,1.0
30.0,1.0
33.0,4.0
40.0,4.0
43.0,1.0
0.0,1.0
30.0,1.0
33.0,4.0
40.0,4.0
43.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
10.0,1.0
13.0,3.0
20.0,3.0
23.0,1.0
30.0,1.0
33.0,3.0
40.0,3.0
43.0,1.0
70.0,1.0
73.0,3.0
80.0,3.0
83.0,1.0
90.0,1.0
93.0,4.0
0.0,1.0
0.0,1.0
1.0,1.0
4.0,3.0
5.0,3.0
8.0,1.0
0.0,1.0
1.0,1.0
4.0,3.0
5.0,3.0
8.0,1.0
0.0,1.0
1.0,1.0
4.0,3.0
5.0,3.0
8.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
1.0,1.0
0.0,1.0
1.0,1.0
0.0,1.0
1.0,1.0
0.0,1.0
1.0,1.0
0.0,1.0
0.0,1.0
1.0,1.0
0.0,1.0
1.0,1.0
0.0,1.0
1.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
1.0,1.0
0.0,1.0
1.0,1.0
0.0,1.0
1.0,1.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
30.0,1.0
33.0,3.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
30.0,1.0
33.0,4.0
0.0,1.0
30.0,1.0
33.0,4.0
0.0,1.0
30.0,1.0
33.0,4.0
0.0,1.0
30.0,1.0
33.0,4.0
0.0,1.0
30.0,1.0
33.0,4.0
0.0,1.0
30.0,1.0
33.0,4.0
0.0,1.0
30.0,1.0
33.0,4.0
0.0,1.0
30.0,1.0
33.0,4.0
0.0,1.0
30.0,1.0
33.0,4.0
0.0,1.0
30.0,1.0
33.0,4.0
60.0,4.0
63.0,2.0
90.0,2.0
93.0,1.0
120.0,1.0
123.0,3.0
150.0,3.0
153.0,1.0
180.0,1.0
183.0,4.0
0.0,1.0
30.0,1.0
33.0,4.0
60.0,4.0
63.0,2.0
90.0,2.0
93.0,1.0
120.0,1.0
123.0,3.0
150.0,3.0
153.0,4.0
180.0,4.0
183.0,1.0
210.0,1.0
213.0,3.0
240.0,3.0
243.0,4.0
270.0,4.0
273.0,3.0
0.0,1.0
0.0,1.0
